v1;v2;v3;Vraag1;Vraag2;Vraag3;Vraag4;Vraag5;Vraag6;Vraag7;Vraag8;Vraag9;Vraag10;Vraag11;Vraag12;Vraag13;Vraag14;Vraag15;Vraag16;Vraag17;Vraag18;Vraag19;Vraag20;Vraag21;Vraag22;Vraag23;Vraag24;Vraag25;Vraag26;Vraag27;Vraag28;Vraag29;Vraag30;Vraag31;Vraag32;Vraag33;Vraag34;Vraag35;Vraag36;Vraag37;Vraag38;Vraag39;Vraag40;Vraag41;Vraag42;Vraag43;Vraag44;Vraag45;Vraag46;Vraag47;Vraag48;Vraag49;Vraag50;Vraag51;Vraag52;Vraag53;Vraag54;Vraag55;Vraag56
Vanuit mijn rol binnen een ondersteunende dienst.;HR Advies;Dienst Human Resources;2;1;4;2;2;2;2;2;2;1;2;1;1;1;2;1;3;2;2;1;1;2;3;2;2;2;1;2;1;2;3;3;1;1;2;2;2;2;1;1;2;2;3;2;4;4;2;2;2;2;3;1;1;1;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;Certificering 1;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;1;2;1;2;2;2;1;2;3;3;2;3;2;6;6;2;3;6;2;3;2;2;2;2;1;2;3;6;6;1;2;8;3;7;7;1;1;2;2;3;2;2;3;4;6;6;7;7;3;4;4;5;4
Vanuit mijn rol binnen een ondersteunende dienst.;Studievoortgangsregistratie Team 1;Dienst Bedrijfsvoering;2;2;2;4;4;2;3;2;1;1;2;2;2;2;2;4;4;2;4;4;2;3;3;2;2;2;2;2;4;4;4;4;4;2;3;1;2;2;3;3;3;2;3;4;4;4;3;4;4;4;4;2;2;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;IM&ICT Deskside support & Bestelbureau;Dienst Informatiemanagement & ICT;2;2;2;2;2;2;2;2;1;1;1;2;2;3;3;3;3;3;3;4;3;2;4;2;2;2;2;2;3;4;3;3;2;2;3;2;2;2;4;3;3;3;3;4;2;2;3;3;3;4;4;2;2;3;2;3
Vanuit mijn rol binnen een opleiding.;Creative Business;Instituut voor Communicatie;1;2;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;6;2;2;1;2;2;2;1;1;2;2;2;6;3;4;4;4;4;4;4;6;3;3;2;4;4;4
Vanuit mijn rol binnen een opleiding.;School voor Journalistiek 2;Instituut voor Media;1;2;2;2;1;1;1;3;1;1;1;2;1;4;5;2;5;3;4;4;3;5;5;2;4;3;1;2;5;3;5;5;3;1;1;2;2;2;3;4;5;5;5;5;3;3;3;5;5;2;4;5;5;5;5;5
Vanuit mijn rol binnen een ondersteunende dienst.;Informatiespecialisten team 2;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;2;2;1;2;2;2;2;2;2;3;2;2;3;2;2;2;3;2;1;3;2;2;2;2;2;2;2;2;3;3;2;3;2;2;3;2;3;3;3;3;3
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;KC Leren en Innoveren;Kenniscentrum Leren en Innoveren;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;2;2;2;2;2;3;2;2
Vanuit mijn rol binnen een opleiding.;Team Huid 4;Instituut voor Paramedische Studies;1;2;2;2;1;1;1;2;1;1;2;2;1;2;3;2;2;2;3;2;2;1;2;1;3;1;2;2;2;5;2;3;2;1;1;3;1;2;4;4;4;3;2;3;1;4;4;4;5;5;4;5;4;2;5;4
Vanuit mijn rol binnen een opleiding.;Bachelor Social Work onderbouw team 1;Instituut voor Social Work;1;2;2;2;2;2;2;2;2;1;2;2;1;2;3;2;3;2;4;3;2;2;2;3;3;2;2;2;3;4;3;3;2;2;1;1;1;2;2;2;2;2;2;2;2;3;3;2;2;2;2;1;2;1;2;2
Vanuit mijn rol binnen een opleiding.;Instituut voor Verpleegkundige Studies;Instituut voor Verpleegkundige Studies;1;2;2;2;2;2;1;1;3;1;1;2;2;2;2;2;2;2;2;2;1;7;2;2;2;2;2;2;2;2;3;2;3;7;7;2;7;2;2;2;2;2;2;2;2;2;3;2;3;1;1;2;2;2;2;3
Vanuit mijn rol binnen een opleiding.;IBMS team 3;Institute for International Business Studies;1;2;1;1;3;1;1;1;1;1;1;1;3;6;6;6;6;6;6;3;3;3;3;1;5;2;2;2;3;6;3;3;4;2;2;2;2;2;6;6;6;3;5;3;4;4;5;3;6;4;3;5;5;5;4;6
Vanuit mijn rol binnen een ondersteunende dienst.;Studentparticipatie;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;1;3;3;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;3;3;2;1;1;1;1;2;2;3;3;2;1;2;1;2;1;2;2;2;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Team Mondzorgkunde 1;Instituut voor Paramedische Studies;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;2;2;2;2;3;3;1;1;1;1;1;2;3;3;2;3;2;2;2;2;1;3;3;3;3;2;2;1;2;2;2;2;2;2;1;1;1;2;2
Vanuit mijn rol binnen een opleiding.;HBO-Rechten vt team 2;Instituut voor Recht;1;2;2;1;1;1;1;1;2;1;2;2;1;1;6;6;6;6;7;6;6;6;6;1;5;2;2;2;2;6;6;6;6;1;1;2;2;2;1;6;6;2;2;6;2;3;4;2;6;6;2;2;2;4;6;6
Vanuit mijn rol binnen een opleiding.;HRM VT team 1;Institute for People & Business;1;2;2;2;2;2;2;3;2;2;6;1;2;2;3;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;4;3;2;2;1;2;2;3;4;6;2;2;2;2;4;2;2
Vanuit mijn rol binnen een opleiding.;TOP-ILC;Institute for Life Sciences & Chemistry;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;4;2;2;3;3;4;2;2;3;7;2;2;7;2;7;4;7;2;4;5;2;4;2;3;3;4;4;5;4
Vanuit mijn rol binnen een ondersteunende dienst.;Project en procesmanagement 2;Dienst Bedrijfsvoering;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;3;3;2;2;3;2;2;2;2;2;2;2;2;3;2;2;3;2;2;2;2;3;3;2;2;2
Vanuit mijn rol binnen een opleiding.;IBMS team 3;Institute for International Business Studies;1;2;2;2;2;1;2;2;2;2;3;3;4;4;3;5;5;5;5;4;5;5;5;2;2;1;1;1;3;5;4;4;5;2;2;3;4;4;3;4;4;4;4;5;3;5;5;2;5;5;4;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Communicatie & Media Design team 4;Instituut voor Media;1;2;2;2;2;2;1;1;1;1;3;2;1;6;6;2;6;6;6;6;6;6;6;2;2;3;2;2;2;2;2;6;6;7;7;7;7;2;6;6;6;6;6;6;2;2;6;2;6;2;2;4;4;2;3;3
Vanuit mijn rol binnen een opleiding.;Bachelor Social Work onderbouw team 3;Instituut voor Social Work;1;2;2;1;1;1;1;1;1;2;2;1;2;2;2;2;3;3;5;2;3;2;2;2;2;1;1;1;1;3;2;2;3;1;1;1;1;1;2;3;2;2;3;2;2;3;3;3;3;1;3;2;2;3;3;3
Vanuit mijn rol binnen een opleiding.;HBO-Rechten vt team 1;Instituut voor Recht;1;2;2;1;2;2;2;2;2;2;2;3;2;2;6;2;6;6;2;2;2;2;3;3;4;2;2;2;2;6;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;6;2;2;2;2;3;2;2;6;2
Vanuit mijn rol binnen een opleiding.;Finance, Tax and Advice;Institute for Finance & Accounting;1;2;4;2;3;2;3;3;2;1;1;1;2;2;2;2;5;1;1;2;1;1;1;2;1;2;1;2;2;2;3;2;2;1;1;1;1;1;2;2;2;2;4;2;1;3;3;1;1;1;1;1;1;3;3;2
Vanuit mijn rol binnen een opleiding.;Team Optometrie 1;Instituut voor Paramedische Studies;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;3;2;3;3;2;1;1;1;2;3;2;3;5;4;3;1;1;1;1;1;2;1;1;2;3;5;2;2;3;3;3;2;2;2;2;2;2;3
Vanuit mijn rol binnen een ondersteunende dienst.;Juridische Zaken;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;2;3;7;7;2;1;2;1;1;1;2;3;2;2;7;2;2;2;3;2;2;7;2;3;3;3;3;3
Vanuit mijn rol binnen een opleiding.;Instituut voor Social Work;Instituut voor Social Work;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;4;4;4;4;4
Vanuit mijn rol binnen een ondersteunende dienst.;Vastgoed en Facilities;Dienst Bedrijfsvoering;2;2;3;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;4;3;4;4;4
Vanuit mijn rol binnen een opleiding.;Finance & Control;Institute for Finance & Accounting;1;2;2;1;1;1;1;1;2;1;3;2;1;2;2;2;3;2;3;2;2;4;2;3;2;2;3;2;3;3;4;3;2;2;1;2;2;2;2;3;2;3;3;3;4;4;3;3;2;2;2;2;2;2;3;3
Vanuit mijn rol binnen een opleiding.;School voor Journalistiek 3 Team 2;Instituut voor Media;1;2;2;1;1;1;2;2;1;1;2;2;1;2;6;2;6;6;4;2;2;2;4;2;2;2;2;1;2;3;6;3;3;1;1;2;2;1;2;3;2;3;4;4;4;3;4;2;6;2;3;2;4;3;4;4
Vanuit mijn rol binnen een opleiding.;Engels;Instituut Archimedes;1;2;1;1;2;2;1;1;1;1;1;1;2;1;1;2;2;2;1;1;1;1;2;1;1;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;2;2;1;1;1;1;1
Vanuit mijn rol binnen een ondersteunende dienst.;Studievoortgangsregistratie Team 2;Dienst Bedrijfsvoering;2;2;1;1;1;1;1;2;1;1;1;1;1;1;3;1;3;3;2;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;3;1;2;2;1;1;1;1;1;1;3;3;3;3;3;1;1;1;1;1;1;1
Vanuit mijn rol binnen een ondersteunende dienst.;International Office Team 1;Dienst Bedrijfsvoering;2;2;1;1;1;1;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;4;1;1;2;3;2;3;3;4;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;4;3;3;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;HBO-ICT Software Development;​Institute for Information & Communication Technology;1;2;2;2;1;2;1;1;1;1;1;2;1;2;3;2;3;2;4;3;4;5;4;2;2;2;1;1;2;4;4;2;5;1;2;2;1;1;3;4;2;2;3;5;2;4;3;1;2;2;6;3;5;5;5;3
Vanuit mijn rol binnen een opleiding.;SJD vt team 1;Instituut voor Recht;1;2;2;2;2;2;2;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;4;2;2;2;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Werktuigbouwkunde;Kenniscentrum Gezond en Duurzaam Leven;3;1;3;3;3;2;3;3;2;3;2;2;2;3;2;3;3;3;3;3;2;3;3;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;3;3;2;2;3;2;3;2;2;2;2;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;Certificering 2;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;4;2;2;1;3;6;2;1;1;3;2;6;6;2;7;1;2;1;6;1;6;1;1;2;2;2;4;6;7;7;2;1;2;1;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;4;6;6
Vanuit mijn rol binnen een opleiding.;Aardrijkskunde;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;1;1;1;1;1;2;1;2;3;1;1;6;6;6;6;2;6;2;2;2;2;3;2;2;1;6;6;2;2;6;2;2;2;2;2;6;6;6;6;6;6;2;2;6;6;2;2;2;2;2;2;6;2
Vanuit mijn rol binnen een opleiding.;B Bedrijfskunde DT;Institute for People & Business;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;3;2;2;3;2;2;3;2;1;1;1;1;1;2;2;3;3;3;1;1;1;1;1;3;2;3;3;3;3;3;3;5;4;4;3;4;3;3;4;4;3
Vanuit mijn rol binnen een ondersteunende dienst.;IM&ICT PT Educatieve Media Services;Dienst Informatiemanagement & ICT;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;3;3;3;3;2;3;3;3;3;2;2;3;3;3;3;2;2;2;2;2;3;3;3;3;3;3;3
Vanuit mijn rol binnen een opleiding.;AD Eventmanager;Institute voor Associate Degrees;1;2;3;4;3;2;2;2;2;3;2;2;2;2;3;2;2;3;3;2;2;4;4;2;4;2;2;2;2;4;3;2;2;1;1;1;2;2;2;3;2;3;3;2;2;3;3;2;2;2;4;3;2;3;3;6
Vanuit mijn rol binnen een ondersteunende dienst.;Concerndiensten;College van Bestuur / Bestuursdienst;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1;3;1;1;1;1;1;2;1;2;2;1;1;2;1;2;2;2;1;1;2;1;1;1;2;2;2;1;3;2;1;2;2;1;1;1;1;1;1;1;1;1
Vanuit mijn rol binnen een ondersteunende dienst.;Praktijkbureau cluster Heidelberglaan 7;Dienst Bedrijfsvoering;2;2;2;2;3;4;2;2;2;1;2;2;2;2;2;2;2;2;2;3;2;4;3;2;2;2;3;2;3;3;4;4;4;2;3;2;2;2;2;2;2;2;2;4;2;3;3;3;2;3;3;3;3;4;4;3
Vanuit mijn rol binnen een opleiding.;Instituut Archimedes;Instituut Archimedes;1;2;2;2;2;2;1;1;1;1;2;1;1;1;3;2;4;1;1;1;5;3;4;1;1;1;2;1;2;4;3;2;3;1;1;3;3;1;3;3;5;3;3;4;5;5;5;5;5;2;3;3;3;2;4;4
Vanuit mijn rol binnen een opleiding.;Bachelor Pedagogiek dt;Instituut voor Ecologische Pedagogiek;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;4;1;2;2;2;1;1;2;1;1;1;3;3;2;1;2;1;2;1;1;1;2;2;2;2;2;1;1;2;1;1;1;1;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Finance & Control;Institute for Finance & Accounting;1;2;2;2;2;1;2;2;2;1;2;1;1;2;2;2;2;1;5;2;2;5;5;1;2;1;1;1;2;2;5;5;2;2;2;2;2;2;2;2;2;2;2;5;4;4;4;2;2;2;4;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Team Farmakunde 3;Instituut voor Paramedische Studies;1;2;3;2;2;2;1;5;5;2;5;2;2;5;5;2;3;2;2;5;5;5;5;2;2;2;1;1;3;3;4;4;5;1;1;1;1;1;4;5;5;2;4;4;3;4;4;4;4;3;2;3;4;3;3;6
Vanuit mijn rol binnen een opleiding.;Team Chemische Technologie;Institute for Life Sciences & Chemistry;1;2;2;2;2;2;3;2;2;2;4;2;1;2;2;2;3;2;2;3;2;3;3;2;4;3;2;3;3;2;4;2;3;2;2;2;2;2;2;2;2;2;4;4;2;2;4;4;3;3;4;1;2;2;4;4
Vanuit mijn rol binnen een opleiding.;Geschiedenis;Instituut Archimedes;1;2;2;2;2;2;2;2;2;2;1;1;2;2;3;2;3;2;4;2;2;3;3;2;4;2;2;2;3;4;4;3;4;2;2;2;2;2;6;6;6;6;6;6;3;3;3;2;3;3;3;4;4;4;4;4
Vanuit mijn rol binnen een ondersteunende dienst.;Corporate Affairs;Dienst Marketing & Communicatie;2;1;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;2;2;2;2;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Strategische Marketing;Dienst Marketing & Communicatie;2;2;5;4;2;2;2;3;1;1;3;2;2;3;3;3;4;4;5;4;3;4;4;2;1;4;2;4;3;2;4;3;3;2;3;2;3;3;2;3;3;3;2;3;3;3;4;3;3;3;3;2;3;2;2;2
Vanuit mijn rol binnen een opleiding.;Communicatie Management 1;Instituut voor Communicatie;1;2;3;4;2;2;2;2;1;1;1;1;3;3;2;3;4;3;3;2;5;3;5;3;1;2;2;2;3;3;4;4;2;3;3;3;2;2;3;3;4;4;5;4;2;2;4;4;2;3;4;4;4;4;3;4
Vanuit mijn rol binnen een opleiding.;Leven Lang Leren ISW;Instituut voor Social Work;1;2;2;2;2;2;2;6;3;2;3;2;2;2;2;6;6;2;2;2;6;3;4;4;3;4;2;2;3;4;4;4;4;3;2;3;2;2;6;4;2;2;6;4;6;6;4;5;5;4;4;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Team Optometrie 2;Instituut voor Paramedische Studies;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;3;1;2;1;2;3;3;6;3;3;3;2;1;2;2;1;3;2;4;3;3;2;2;2;6;3;3;2;6;2;2;6;6;6
Vanuit mijn rol binnen een ondersteunende dienst.;Strategische Marketing;Dienst Marketing & Communicatie;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;2;2;2;1;2;2;2;2;3;2;2;2;2;6;2;2;2;3;2;2;2;2;6;2;2;2;3;2;2;3;3;2;2;2;2;3;3;3;2
Vanuit mijn rol binnen een opleiding.;HBO-ICT Software Development;​Institute for Information & Communication Technology;1;2;3;2;2;2;2;2;3;2;3;2;2;3;3;3;3;3;3;3;2;2;2;2;4;3;1;2;3;4;3;3;4;2;2;4;2;2;3;4;3;4;4;3;2;4;5;3;3;3;3;3;2;3;4;4
Vanuit mijn rol binnen een opleiding.;Bachelor Pedagogiek dt;Instituut voor Ecologische Pedagogiek;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;B Logistics Management VT;Institute for Design & Engineering;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Instituut voor Verpleegkundige Studies;Instituut voor Verpleegkundige Studies;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;2;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;1;1;2;1;2;2;1;2;1;1;1;1;2
Vanuit mijn rol binnen een opleiding.;Engels;Instituut Archimedes;1;2;2;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;3;2;2;4;3;1;1;1;1;1;2;3;5;5;3;1;1;1;1;1;2;3;2;3;2;2;3;3;3;4;4;4;4;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Commerciele Economie team 2;Institute for Marketing & Commerce;1;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;5;5;6;6;5;2;4;2;2;2;2;2;6;6;4;4;2;1;1;1;1;1;2;2;1;5;5;6;2;2;4;4;3;2;2;2;4;4;2;3
Vanuit mijn rol binnen een ondersteunende dienst.;Bureau Inschrijving;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;3;3;2;3;3;2;2;2;3;3;3;2;4;2;3;3;2;3;3;3;2;3;2;2;3;2;3;3;3;2;1;2;2;2
Vanuit mijn rol binnen een opleiding.;Team Chemistry;Institute for Life Sciences & Chemistry;1;2;2;4;2;2;2;2;2;4;2;5;1;4;4;4;3;4;3;4;5;5;2;4;2;5;4;3;5;4;5;3;2;2;2;1;2;3;1;4;2;3;4;5;2;2;4;5;4;5;5;4;2;5;1;4
Vanuit mijn rol binnen een opleiding.;Instituut voor Paramedische Studies;Instituut voor Paramedische Studies;1;1;2;1;1;2;2;1;2;1;2;1;2;1;1;3;3;2;1;1;1;1;2;2;1;1;1;1;1;3;3;2;1;2;2;2;2;1;1;2;2;1;1;1;3;3;4;3;2;1;2;1;1;2;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Praktijkbureau cluster Padualaan 101;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;2;1;1;1;1;3;1;2;1;1;1;1;3;2;3;2;2;2;3;3;3;2;1;1;1;1;2;3;2;2;5;1;2;2;2;2;2;3;3;3;3;3;2;2;2;2;3;3;3;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;Instituut voor Paramedische Studies;Instituut voor Paramedische Studies;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Vanuit mijn rol binnen een ondersteunende dienst.;IM&ICT BB Identity & Access Management;Dienst Informatiemanagement & ICT;2;2;2;2;4;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;6;6;6;2;2;6;6;6;6;6
Vanuit mijn rol binnen een opleiding.;Creative Business 4;Instituut voor Communicatie;1;2;1;2;2;2;2;1;1;1;1;7;7;2;6;6;6;6;2;2;6;2;6;1;1;3;1;4;2;6;6;6;6;7;7;7;7;2;6;6;6;6;6;6;3;3;6;6;6;6;6;2;2;3;3;3
Vanuit mijn rol binnen een opleiding.;Institute for ICT;​Institute for Information & Communication Technology;1;1;2;2;2;2;2;2;2;2;3;2;2;2;2;1;3;2;2;3;2;2;3;2;3;2;2;1;2;3;3;2;2;7;2;2;7;2;2;2;2;2;3;2;2;2;2;2;3;2;3;3;2;2;2;2
Vanuit mijn rol binnen een opleiding.;Biologie;Instituut Archimedes;1;2;2;2;2;2;2;2;1;1;4;2;2;1;1;2;2;2;3;2;1;3;2;2;2;2;2;3;2;6;2;3;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;2;3;2;2;3;3;2
Vanuit mijn rol binnen een opleiding.;Management in de Zorg;Instituut voor Paramedische Studies;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;3;3;1;1;1;1;1;1;1
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Wiskunde;Kenniscentrum Leren en Innoveren;3;2;4;4;4;2;4;3;2;2;2;2;3;2;2;3;6;2;3;4;2;2;3;2;3;3;2;2;3;3;4;2;2;1;1;2;2;3;2;2;2;2;2;2;3;3;3;4;2;2;2;3;2;2;3;3
Vanuit mijn rol binnen een opleiding.;IVK voltijd team 1;Instituut voor Veiligheid;1;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;4;3;4;3;3;4;2;3;4;3;3;4;3;4;4;4;3;2;2;2;2;2;2;2;2;3;3;4;4;4;4;4;4;2;2;3;3;3;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;Creative Business 5;Dienst Onderwijs, Onderzoek & Studentzaken;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;HBO-ICT Studieloopbaanbegeleiding;​Institute for Information & Communication Technology;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;2;3;2;3;2;2;2;2;3;6;3;2;3;3;3;2;2;2;2;2;3;2;6;2;5;4;3;4;4;6;6;3;3;3;3
Vanuit mijn rol binnen een opleiding.;Theo Thijssen Utrecht team 3;Instituut voor Onderwijs en Orthopedagogiek;1;2;2;2;8;1;2;3;3;2;2;3;1;3;4;2;3;3;4;2;4;5;2;2;1;2;1;2;3;4;4;3;3;2;1;2;2;3;2;3;2;2;4;5;4;5;3;4;3;3;3;3;2;4;3;4
Vanuit mijn rol binnen een ondersteunende dienst.;Studentinformatie BI/IO/STIP;Dienst Bedrijfsvoering;2;2;2;2;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;2;2;3;2;2;3;2;3;2;2;2;2;2;1;1;2;2;1;1;2;3;3;3;3;1;1;1;1;1
Vanuit mijn rol binnen een opleiding.;Bachelor Social Work onderbouw team 1;Instituut voor Social Work;1;2;4;2;2;2;2;2;2;2;4;2;2;2;2;6;6;2;2;4;2;4;2;2;4;2;2;7;4;6;4;5;6;2;1;2;2;2;4;4;2;2;4;5;2;5;4;2;6;6;6;5;2;5;3;5
Vanuit mijn rol binnen een opleiding.;Bachelor Social Work onderbouw team 1;Instituut voor Social Work;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;2;3;3;3;3;2;2;3;3;3;1;2;2;3;1;1;1;2;3;3;3;3;3;3;3;3;4;4;2;3;3;3;3;3;3
Vanuit mijn rol binnen een ondersteunende dienst.;HR Resourcecenter;Dienst Human Resources;2;2;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;1;2;2;2;2;2;3;2;2;3;3;3;2;3;3;2;2;3;3;2;2;2;3;1;2;3;2;2;3;2;2;2;3;2;3
Vanuit mijn rol binnen een lectoraat / kenniscentrum.;Lectoraat Artificial Intelligence;Kenniscentrum Digitale Business & Media;3;2;4;3;3;2;2;1;1;2;1;1;1;2;3;3;3;2;3;4;4;2;4;2;2;1;1;2;4;4;4;4;4;1;1;1;2;3;2;2;3;2;4;4;4;4;4;4;4;1;3;4;4;4;4;4
Vanuit mijn rol binnen een opleiding.;IBMS Team 2;Institute for International Business Studies;1;2;4;4;3;1;3;3;2;2;2;2;3;5;5;5;5;5;5;4;4;3;4;2;5;3;2;4;5;5;5;5;3;2;2;2;2;2;5;5;5;5;3;4;5;5;5;3;3;3;3;5;5;5;5;5
Vanuit mijn rol binnen een ondersteunende dienst.;HU onderwijslogistiek;Dienst Bedrijfsvoering;2;1;2;2;2;2;2;2;2;1;3;2;2;2;1;2;2;2;2;1;2;2;2;3;4;2;2;2;2;2;3;2;3;2;3;2;2;2;2;2;2;2;3;4;2;2;4;3;3;4;4;2;1;2;2;2
Vanuit mijn rol binnen een opleiding.;School voor Journalistiek 2;Instituut voor Media;1;2;5;3;3;2;2;3;2;2;2;2;2;4;3;3;4;3;4;4;2;4;3;2;2;2;2;2;4;4;4;4;4;2;2;2;2;2;4;4;4;4;5;4;3;4;4;4;4;2;3;5;5;5;5;5
Vanuit mijn rol binnen een opleiding.;Team Farmakunde 2;Instituut voor Paramedische Studies;1;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;1;1;1;3;2;2;6;2;1;1;1;1;1;1;1;1;2;6;2;1;1;2;2;3;3;2
